guid	_subjects_count	_unique_id	accession_number	analytical_fraction	authz	commons	commons_name	commons_url	data_availability	data_type	dbgap_accession_number	description	disease_type	doi	experiment_type	files_count	full_name	funding	image_types	primary_site	program_name	project_id	project_name	short_name	source	species	study_description	study_id	study_title	study_url	subjects_count	_tag_0	_tag_1	_tag_2	_tag_3	_tag_4	_tag_5	_tag_6	_tag_7	_tag_8
phs000287.v7.p1.c2	217	phs000287.v7.p1.c2			/programs/parent/projects/CHS_HMB-NPU-MDS_	BioData Catalyst	BioData Catalyst	gen3.biodatacatalyst.nhlbi.nih.gov									Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older							CHS			"The Cardiovascular Health Study (CHS) is a prospective study of risk factors for development and progression of CHD and stroke in people aged 65 years and older. The 5,888 study participants were recruited from four U.S. communities and have undergone extensive clinic examinations for evaluation of markers of subclinical cardiovascular disease. The original cohort, enrolled in 1989-90, totaled 5,201 participants. A supplemental cohort of 687 predominantly African-American participants was enrolled in 1992-93.  Clinic examinations were performed at study baseline and at annual visits through 1998-1999, and again in 2005-2006. Examination components included medical and personal history, medication inventory, ECG, blood pressure, anthropometry, assessment of physical and cognitive function, and depression screening. Other components done less frequently included phlebotomy, spirometry, echocardiography, carotid ultrasound, cerebral magnetic resonance imaging, measurement of ankle-brachial index and retinal exam. Participants were contacted by telephone annually between exams to collect information about hospitalizations and potential cardiovascular events. Since 1999, participants have been contacted every six months by phone, primarily to identify cardiovascular events and to assess physical and cognitive health.  Standard protocols for the identification and adjudication of events were implemented during follow-up. The adjudicated events are myocardial infarction, angina, heart failure (HF), stroke, transient ischemic attack (TIA), claudication and mortality.The Cardiovascular Health Study Cohort is utilized in the following dbGaP substudies. To view genotypes, analysis, expression data, other molecular data, and derived variables collected in these substudies, please click on the following substudies below or in the ""Substudies"" section of this top-level study page phs000287 Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older.  phs000226 STAMPEED: Cardiovascular Health Study (CHS) phs000301 PAGE: CaLiCo: Cardiovascular Health Study (CHS) phs000377 CARe: Candidate Gene Association Resource (CARe) phs000400 GO-ESP: Heart Cohorts Exome Sequencing Project (CHS) phs000667 CHARGE: Cardiovascular Health Study (CHS)   Study Weblinks:   CHS    Study Design:       Prospective Longitudinal Cohort    Study Type:  Longitudinal   Number of study subjects that have individual-level data available through Authorized Access:  NOTE: This text was scraped from https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000287.v7.p1 on 2021-03-25 and may not include exact formatting or images."	phs000287.v7.p1.c2		https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000287.v7.p1		Program: Parent	Data Type: DCC Harmonized	Data Type: Clinical Phenotype	Study Registration: dbGaP					
phs000287.v7.p1.c3	2	phs000287.v7.p1.c3			/programs/parent/projects/CHS_DS-CVD-MDS_	BioData Catalyst	BioData Catalyst	gen3.biodatacatalyst.nhlbi.nih.gov									Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older							CHS			"The Cardiovascular Health Study (CHS) is a prospective study of risk factors for development and progression of CHD and stroke in people aged 65 years and older. The 5,888 study participants were recruited from four U.S. communities and have undergone extensive clinic examinations for evaluation of markers of subclinical cardiovascular disease. The original cohort, enrolled in 1989-90, totaled 5,201 participants. A supplemental cohort of 687 predominantly African-American participants was enrolled in 1992-93.  Clinic examinations were performed at study baseline and at annual visits through 1998-1999, and again in 2005-2006. Examination components included medical and personal history, medication inventory, ECG, blood pressure, anthropometry, assessment of physical and cognitive function, and depression screening. Other components done less frequently included phlebotomy, spirometry, echocardiography, carotid ultrasound, cerebral magnetic resonance imaging, measurement of ankle-brachial index and retinal exam. Participants were contacted by telephone annually between exams to collect information about hospitalizations and potential cardiovascular events. Since 1999, participants have been contacted every six months by phone, primarily to identify cardiovascular events and to assess physical and cognitive health.  Standard protocols for the identification and adjudication of events were implemented during follow-up. The adjudicated events are myocardial infarction, angina, heart failure (HF), stroke, transient ischemic attack (TIA), claudication and mortality.The Cardiovascular Health Study Cohort is utilized in the following dbGaP substudies. To view genotypes, analysis, expression data, other molecular data, and derived variables collected in these substudies, please click on the following substudies below or in the ""Substudies"" section of this top-level study page phs000287 Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older.  phs000226 STAMPEED: Cardiovascular Health Study (CHS) phs000301 PAGE: CaLiCo: Cardiovascular Health Study (CHS) phs000377 CARe: Candidate Gene Association Resource (CARe) phs000400 GO-ESP: Heart Cohorts Exome Sequencing Project (CHS) phs000667 CHARGE: Cardiovascular Health Study (CHS)   Study Weblinks:   CHS    Study Design:       Prospective Longitudinal Cohort    Study Type:  Longitudinal   Number of study subjects that have individual-level data available through Authorized Access:  NOTE: This text was scraped from https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000287.v7.p1 on 2021-03-25 and may not include exact formatting or images."	phs000287.v7.p1.c3		https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000287.v7.p1		Program: Parent	Data Type: DCC Harmonized	Data Type: Clinical Phenotype	Study Registration: dbGaP					
phs000287.v7.p1.c4	8	phs000287.v7.p1.c4			/programs/parent/projects/CHS_DS-CVD-NPU-MDS_	BioData Catalyst	BioData Catalyst	gen3.biodatacatalyst.nhlbi.nih.gov									Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older							CHS			"The Cardiovascular Health Study (CHS) is a prospective study of risk factors for development and progression of CHD and stroke in people aged 65 years and older. The 5,888 study participants were recruited from four U.S. communities and have undergone extensive clinic examinations for evaluation of markers of subclinical cardiovascular disease. The original cohort, enrolled in 1989-90, totaled 5,201 participants. A supplemental cohort of 687 predominantly African-American participants was enrolled in 1992-93.  Clinic examinations were performed at study baseline and at annual visits through 1998-1999, and again in 2005-2006. Examination components included medical and personal history, medication inventory, ECG, blood pressure, anthropometry, assessment of physical and cognitive function, and depression screening. Other components done less frequently included phlebotomy, spirometry, echocardiography, carotid ultrasound, cerebral magnetic resonance imaging, measurement of ankle-brachial index and retinal exam. Participants were contacted by telephone annually between exams to collect information about hospitalizations and potential cardiovascular events. Since 1999, participants have been contacted every six months by phone, primarily to identify cardiovascular events and to assess physical and cognitive health.  Standard protocols for the identification and adjudication of events were implemented during follow-up. The adjudicated events are myocardial infarction, angina, heart failure (HF), stroke, transient ischemic attack (TIA), claudication and mortality.The Cardiovascular Health Study Cohort is utilized in the following dbGaP substudies. To view genotypes, analysis, expression data, other molecular data, and derived variables collected in these substudies, please click on the following substudies below or in the ""Substudies"" section of this top-level study page phs000287 Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older.  phs000226 STAMPEED: Cardiovascular Health Study (CHS) phs000301 PAGE: CaLiCo: Cardiovascular Health Study (CHS) phs000377 CARe: Candidate Gene Association Resource (CARe) phs000400 GO-ESP: Heart Cohorts Exome Sequencing Project (CHS) phs000667 CHARGE: Cardiovascular Health Study (CHS)   Study Weblinks:   CHS    Study Design:       Prospective Longitudinal Cohort    Study Type:  Longitudinal   Number of study subjects that have individual-level data available through Authorized Access:  NOTE: This text was scraped from https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000287.v7.p1 on 2021-03-25 and may not include exact formatting or images."	phs000287.v7.p1.c4		https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000287.v7.p1		Program: Parent	Data Type: DCC Harmonized	Data Type: Clinical Phenotype	Study Registration: dbGaP					
phs000289.v2.p1.c1	2597	phs000289.v2.p1.c1			/programs/parent/projects/Mayo_VTE_GRU_	BioData Catalyst	BioData Catalyst	gen3.biodatacatalyst.nhlbi.nih.gov									National Human Genome Research Institute (NHGRI) GENEVA Genome-Wide Association Study of Venous Thrombosis (GWAS of VTE)							Mayo_VTE			"Overview: Our overall long-term goal is to determine risk factors for the complex (multifactorial) disease, venous thromboembolism (VTE), that will allow physicians to stratify individual patient risk and target VTE prophylaxis to those who would benefit most. In this genome-wide association case-control study (1300 cases and 1300 controls) we hope to identify susceptibility variants for VTE. Mutations within genes encoding for important components of the anticoagulant, procoagulant, fibrinolytic, and innate immunity pathways are risk factors for VTE. We hypothesize that other genes within these four pathways or within other pathways also are VTE disease-susceptibility genes. Therefore, we performed a genome wide association (GWA) screen and analysis using the Illumina 660W platform to identify SNPs within 1,300 clinic-based, non-cancer VTE cases primarily from Minnesota and the upper Midwest USA, and 1300 clinic-based, unrelated controls frequency-matched on patient age, gender, myocardial infarction/stroke status and state of residence. This is a subset of a slightly larger candidate gene study using 1500 case-control pairs to identify haplotype-tagging SNPs (ht-SNPs) in a large set of candidate genes (n~750) within the anticoagulant, procoagulant, fibrinolytic, and innate immunity pathways. Study Populations. Cases. VTE cases were consecutive Mayo Clinic outpatients with objectively-diagnosed deep vein thrombosis (DVT) and/or pulmonary embolism (PE) residing in the upper Midwest and referred by Mayo Clinic physician to the Mayo Clinic Special Coagulation Laboratory for clinical diagnostic testing to evaluate for an acquired or inherited thrombophilia, or to the Mayo Clinic Thrombophilia Center. Any person contacted to be a control but discovered to have had a VTE was evaluated for inclusion as a case. Cases were primarily residents from Minnesota, Wisconsin, Iowa, Michigan, Illinois, North or South Dakota, Nebraska, Kansas, Missouri and Indiana. A DVT or PE was categorized as objectively diagnosed when (a) confirmed by venography or pulmonary angiography, or pathology examination of thrombus removed at surgery, or (b) if at least one non-invasive test (compression duplex ultrasonography, lung scan, computed tomography scan, magnetic resonance imaging) was positive. A VTE was defined as:  Proximal leg deep vein thrombosis (DVT), which includes the common iliac, internal iliac, external iliac, common femoral, superficial [now termed ""femoral""] femoral, deep femoral [sometimes referred to as ""profunda"" femoral] and/or popliteal veins. (Note: greater and lesser saphenous veins, or other superficial or perforator veins, were not included as proximal or distal leg DVT). Distal leg DVT (or ""isolated calf DVT""), which includes the anterior tibial, posterior tibial and/or peroneal veins. (Note: gastrocnemius, soleal and/or sural [e.g., ""deep muscular veins"" of the calf] vein thrombosis was not included as distal leg DVT). Arm DVT, which includes the axillary, subclavian and/or innominate (brachiocephalic) veins. (Note: jugular [internal or external], cephalic and brachial vein thrombosis was not included in ""arm DVT""). Hepatic, portal, splenic, superior or inferior mesenteric, and/or renal vein thrombosis. (Note: ovarian, testicular, peri-prostatic and/or pelvic vein thrombosis was not included). Cerebral vein thrombosis (includes cerebral or dural sinus or vein, saggital sinus or vein, and/or transverse sinus or vein thrombosis). Inferior vena cava (IVC) thrombosis Superior vena cava (SVC) thrombosis Pulmonary embolism   Patients with VTE related to active cancer, antiphospholipid syndrome, inflammatory bowel disease, vasculitis, a rheumatoid or other autoimmune disorder, a vascular anomaly (e.g., Klippel-Trénaunay syndrome, etc.), heparin-induced thrombocytopenia, or a mechanical cause for DVT (e.g., arm DVT or SVC thrombosis related to a central venous catheter or transvenous pacemaker, portal and/or splenic vein thrombosis related to liver cirrhosis, IVC thrombosis related to retroperitoneal fibrosis, etc.), with hemodialysis arteriovenous fistula thrombosis, or with prior liver or bone marrow transplantation were excluded.  Controls. A Mayo Clinic outpatient control group was prospectively recruited for this study. Controls were frequency-matched on the age group (18-29, 30-39, 40-49, 50-59, 60-69, 70-79, and 80+ years), sex, myocardial infarction/stroke status, and state of residence distribution of the cases. We selected clinic-based controls using a controls' database of persons undergoing general medical examinations in the Mayo Clinic Departments of General Internal Medicine or Primary Care Internal Medicine. Additionally persons undergoing evaluation at the Mayo Clinic Sports Medicine Center, and the Department of Family Medicine were screened for inclusion as controls. This study is part of the Gene Environment Association Studies initiative (GENEVA, http://www.genevastudy.org) funded by the trans-NIH Genes, Environment, and Health Initiative (GEI). The overarching goal is to identify novel genetic factors that contribute to venous thrombosis through large-scale genome-wide association studies of 1,300 clinic-based, VTE cases and 1300 clinic-based, unrelated controls. Genotyping was performed at the Johns Hopkins University Center for Inherited Disease Research (CIDR). Data cleaning and harmonization were done at the GEI-funded GENEVA Coordinating Center at the University of Washington.   Study Design:       Case-Control    Study Type:  Case-Control     dbGaP estimated ancestry using  GRAF-pop  Number of study subjects that have individual-level data available through Authorized Access:  NOTE: This text was scraped from https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000289.v2.p1 on 2021-03-25 and may not include exact formatting or images."	phs000289.v2.p1.c1		https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000289.v2.p1		Program: Parent	Data Type: DCC Harmonized	Data Type: Clinical Phenotype	Study Registration: dbGaP					
phs000422.v1.p1.c1	191	phs000422.v1.p1.c1			/programs/parent/projects/Asthma_GRU_	BioData Catalyst	BioData Catalyst	gen3.biodatacatalyst.nhlbi.nih.gov									NHLBI GO-ESP: Lung Cohorts Exome Sequencing Project (Asthma): Genetic variants affecting susceptibility and severity							Asthma			"The NHLBI ""Grand Opportunity"" Exome Sequencing Project (GO-ESP), a signature project of the NHLBI Recovery Act investment, was designed to identify genetic variants in coding regions (exons) of the human genome (the ""exome"") that are associated with heart, lung and blood diseases. These and related diseases that are of high impact to public health and individuals from diverse racial and ethnic groups will be studied. These data may help researchers understand the causes of disease, contributing to better ways to prevent, diagnose, and treat diseases, as well as determine whether to tailor prevention and treatments to specific populations. This could lead to more effective treatments and reduce the likelihood of side effects. GO-ESP is comprised of five collaborative components: 3 cohort consortia - HeartGO, LungGO, and WHISP - and 2 sequencing centers - BroadGO and SeattleGO. The exome sequencing asthma project includes 200 African-Americans with asthma from the NHLBI multicenter Severe Asthma Research Program (SARP). SARP participants were recruited at the NHLBI SARP sites with an emphasis on recruiting severe asthmatics (Moore et al., Am J Respir Crit Care Med, 2010. PMID: 19892860). Asthma status was based on both a physician's diagnosis and either bronchodilator reversibility or hyper-responsiveness to methacholine as well as less than 5 pack years of smoking. All subjects were carefully characterized using the standardized SARP protocol which included spirometry (medication withheld), maximum bronchodilator reversibility, hyper-responsiveness to methacholine (not performed in subjects with low baseline FEV1), skin-tests to common allergens, questionnaires on health care utilization and medication use and sputum, lung imaging and bronchoscopy in a subset. In addition GWAS data are available (phs000355, Illumina platform).   Study Design:       Case Set    Study Type:  Case Set   Number of study subjects that have individual-level data available through Authorized Access:  NOTE: This text was scraped from https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000422.v1.p1 on 2021-03-25 and may not include exact formatting or images."	phs000422.v1.p1.c1		https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000422.v1.p1		Program: Parent	Data Type: Clinical Phenotype	Study Registration: dbGaP						
phs000571.v6.p2.c1	11558	phs000571.v6.p2.c1			/programs/PCGC/projects/CHD-GENES_HMB	BioData Catalyst	BioData Catalyst	gen3.biodatacatalyst.nhlbi.nih.gov									Congenital Heart Disease Genetic Network Study							CHD-GENES_HMB			This substudy phs000571 PCGC contains whole exome sequences, targeted sequences, and SNP array data. Summary level phenotypes for the PCGC Cohort study participants can be viewed at the top-level study page phs001194 PCGC Cohort. Individual level phenotype data and molecular data for all PCGC top-level study and substudies are available by requesting Authorized Access to the PCGC Cohort study phs001194.  Multi-center, prospective observational cohort study of individuals with congenital heart defects (CHD). Phenotypic data and source DNA derived from 10,000 probands, parents, and families of interest are being collected to investigate relationships between genetic factors and phenotypic and clinical outcomes in patients with CHD. Study Weblinks:Bench to Bassinet Program Study Design:     Prospective Longitudinal Cohort Study Type:Parent-Offspring TriosCohortdbGaP estimated ancestry usingGRAF-popNOTE: This text was scraped from https://www.ncbi.nlm.nih.gov/ on 2022-10-11 and may not include exact formatting or images.	phs000571.v6.p2.c1		https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000571.v6.p2		Study Registration: dbGaP								
phs000703.v1.p1.c1	3304	phs000703.v1.p1.c1			/programs/parent/projects/CATHGEN_DS-CVD-IRB_	BioData Catalyst	BioData Catalyst	gen3.biodatacatalyst.nhlbi.nih.gov									CATHeterization GENetics (CATHGEN)							CATHGEN			The CATHGEN biorepository consists of biological samples collected on 9334 sequential consenting individuals undergoing cardiac catheterization at Duke University Medical Center between 2001 and 2010 inclusive. The Institutional Review Board informed consent allowed for 50 mL of blood to be collected from fasting patients through the femoral arterial sheath during the catheterization procedure. Three 7.5 mL EDTA tubes for DNA extraction are stored at -80°C. The Duke Database for Cardiovascular Disease (DDCD) provides the bulk of the clinical data used for analysis. Follow-up includes mortality information gleaned from the National Death Index and Social Security Death Index plus follow-up phone calls and written questionnaires regarding MI, stroke, re-hospitalization, coronary re-vascularization procedures, smoking, exercise, and medication use.   Study Weblinks:   CATHGEN    Study Design:       Cross-Sectional    Study Type:  Longitudinal   Number of study subjects that have individual-level data available through Authorized Access:  NOTE: This text was scraped from https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000703.v1.p1 on 2021-03-25 and may not include exact formatting or images.	phs000703.v1.p1.c1		https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000703.v1.p1		Program: Parent	Data Type: Clinical Phenotype	Study Registration: dbGaP						
phs000784.v3.p1.c1	1675	phs000784.v3.p1.c1			/programs/parent/projects/GenSalt_DS-HCR-IRB_	BioData Catalyst	BioData Catalyst	gen3.biodatacatalyst.nhlbi.nih.gov									Genetic Epidemiology Network of Salt Sensitivity (GenSalt)							GenSal			The GenSalt study is aimed at identifying novel genes which interact with the effect of dietary sodium and potassium intake or cold pressor on blood pressure.   Study Design:       Interventional    Study Type:  Family Interventional     dbGaP estimated ancestry using  GRAF-pop  Number of study subjects that have individual-level data available through Authorized Access:  NOTE: This text was scraped from https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000784.v3.p1 on 2021-03-25 and may not include exact formatting or images.	phs000784.v3.p1.c1		https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000784.v3.p1		Program: Parent	Data Type: Clinical Phenotype	Study Registration: dbGaP						
phs000810.v1.p1.c1	3681	phs000810.v1.p1.c1			/programs/parent/projects/HCHS-SOL_HMB-NPU_	BioData Catalyst	BioData Catalyst	gen3.biodatacatalyst.nhlbi.nih.gov									Hispanic Community Health Study /Study of Latinos (HCHS/SOL)							HCHS-SOL			"The Hispanic Community Health Study / Study of Latinos (HCHS/SOL) is a multi-center epidemiologic study in Hispanic/Latino populations to determine the role of acculturation in the prevalence and development of disease, and to identify risk factors playing a protective or harmful role in Hispanics/Latinos. The study is sponsored by the National Heart, Lung, and Blood Institute (NHLBI) and six other institutes, centers, and offices of the National Institutes of Health (NIH). The goals of the HCHS/SOL include studying the prevalence and development of disease in Hispanics/Latinos, including the role of acculturation, and identifying disease risk factors that play protective or harmful roles in Hispanics/Latinos. A total of 16,415 persons of Cuban, Dominican, Mexican, Puerto Rican, Central American, and South American backgrounds were recruited through four Field Centers affiliated with San Diego State University, Northwestern University in Chicago, Albert Einstein College of Medicine in the Bronx area of New York, and the University of Miami. Seven additional academic centers serve as scientific and logistical support centers. Study participants aged 18-74 years took part in an extensive clinic exam and assessments to ascertain socio-demographic, cultural, environmental and biomedical characteristics. Annual follow-up interviews are conducted to determine a range of health outcomes. The HCHS SOL Cohort is utilized in the following dbGaP sub-studies. To view genotypes, other molecular data, and derived variables collected in these sub-studies, please click on the following sub-studies below or in the ""Sub-studies"" box located on the right hand side of this top-level study page phs000810 HCHS SOL Cohort.  phs000555 PAGE CALiCo SOL phs000880 HCHS/SOL Omics in Latinos (Ola)     Study Weblinks:   Hispanic Community Health Study / Study of Latinos    Study Design:       Prospective Longitudinal Cohort    Study Type:  Cohort   Number of study subjects that have individual-level data available through Authorized Access:  NOTE: This text was scraped from https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000810.v1.p1 on 2021-03-25 and may not include exact formatting or images."	phs000810.v1.p1.c1		https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000810.v1.p1		Program: Parent	Data Type: Clinical Phenotype	Study Registration: dbGaP						
phs000810.v1.p1.c2	9214	phs000810.v1.p1.c2			/programs/parent/projects/HCHS-SOL_HMB_	BioData Catalyst	BioData Catalyst	gen3.biodatacatalyst.nhlbi.nih.gov									Hispanic Community Health Study /Study of Latinos (HCHS/SOL)							HCHS-SOL			"The Hispanic Community Health Study / Study of Latinos (HCHS/SOL) is a multi-center epidemiologic study in Hispanic/Latino populations to determine the role of acculturation in the prevalence and development of disease, and to identify risk factors playing a protective or harmful role in Hispanics/Latinos. The study is sponsored by the National Heart, Lung, and Blood Institute (NHLBI) and six other institutes, centers, and offices of the National Institutes of Health (NIH). The goals of the HCHS/SOL include studying the prevalence and development of disease in Hispanics/Latinos, including the role of acculturation, and identifying disease risk factors that play protective or harmful roles in Hispanics/Latinos. A total of 16,415 persons of Cuban, Dominican, Mexican, Puerto Rican, Central American, and South American backgrounds were recruited through four Field Centers affiliated with San Diego State University, Northwestern University in Chicago, Albert Einstein College of Medicine in the Bronx area of New York, and the University of Miami. Seven additional academic centers serve as scientific and logistical support centers. Study participants aged 18-74 years took part in an extensive clinic exam and assessments to ascertain socio-demographic, cultural, environmental and biomedical characteristics. Annual follow-up interviews are conducted to determine a range of health outcomes. The HCHS SOL Cohort is utilized in the following dbGaP sub-studies. To view genotypes, other molecular data, and derived variables collected in these sub-studies, please click on the following sub-studies below or in the ""Sub-studies"" box located on the right hand side of this top-level study page phs000810 HCHS SOL Cohort.  phs000555 PAGE CALiCo SOL phs000880 HCHS/SOL Omics in Latinos (Ola)     Study Weblinks:   Hispanic Community Health Study / Study of Latinos    Study Design:       Prospective Longitudinal Cohort    Study Type:  Cohort   Number of study subjects that have individual-level data available through Authorized Access:  NOTE: This text was scraped from https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000810.v1.p1 on 2021-03-25 and may not include exact formatting or images."	phs000810.v1.p1.c2		https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000810.v1.p1		Program: Parent	Data Type: Clinical Phenotype	Study Registration: dbGaP						
phs000820.v1.p1.c1	543	phs000820.v1.p1.c1			/programs/parent/projects/CCAF_GRU_	BioData Catalyst	BioData Catalyst	gen3.biodatacatalyst.nhlbi.nih.gov									The Cleveland Clinic Foundation's Lone Atrial Fibrillation GWAS Study							CCAF			Blood samples were taken from patients who have lone atrial fibrillation. DNA samples were processed with Illumina Hap550 and Hap 610 chips.   Study Design:       Case Set    Study Type:  Case Set     dbGaP estimated ancestry using  GRAF-pop  Number of study subjects that have individual-level data available through Authorized Access:  NOTE: This text was scraped from https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000820.v1.p1 on 2021-03-25 and may not include exact formatting or images.	phs000820.v1.p1.c1		https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000820.v1.p1		Program: Parent	Data Type: Clinical Phenotype	Study Registration: dbGaP						
phs000914.v1.p1.c1	3501	phs000914.v1.p1.c1			/programs/parent/projects/SAS_GRU-IRB-PUB-COL-NPU-GSO_	BioData Catalyst	BioData Catalyst	gen3.biodatacatalyst.nhlbi.nih.gov									Genome-Wide Association Study of Adiposity in Samoans							SAS			The research goal of this study is to identify genetic variation that increases susceptibility to obesity and cardiometabolic phenotypes among adult Samoans using genome-wide association (GWAS) methods. DNA from peripheral blood and phenotypic information were collected from 3,119 adult Samoans, 23 to 70 years of age. The participants reside throughout the independent nation of Samoa, which is experiencing economic development and the nutrition transition. Genotyping was performed with the Affymetrix Genome-Wide Human SNP 6.0 Array using a panel of approximately 900,000 SNPs. Anthropometric, fasting blood biomarkers and detailed dietary, physical activity, health and socio-demographic variables were collected. We are replicating the GWAS findings in an independent sample of 2,500 Samoans from earlier studies. After replication of genomic regions and informative SNPs in those regions, we will determine sequences of the important genes, and determine the specific genetic variants in the sequenced genes that are associated with adiposity and related cardiometabolic conditions. We will also identify gene by environment interactions, focusing on dietary intake patterns and nutrients.   Study Design:       Cross-Sectional    Study Type:  Cross-Sectional Population     dbGaP estimated ancestry using  GRAF-pop  Number of study subjects that have individual-level data available through Authorized Access:  NOTE: This text was scraped from https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000914.v1.p1 on 2021-03-25 and may not include exact formatting or images.	phs000914.v1.p1.c1		https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000914.v1.p1		Program: Parent	Data Type: Clinical Phenotype	Study Registration: dbGaP						
phs000920.v4.p2.c2	4707	phs000920.v4.p2.c2			/programs/topmed/projects/GALAII_DS-LD-IRB-COL	BioData Catalyst	BioData Catalyst	gen3.biodatacatalyst.nhlbi.nih.gov									NHLBI TOPMed - NHGRI CCDG: Genes-Environments and Admixture in Latino Asthmatics (GALA II)							GALAII			"This study is part of the NHLBI Trans-Omics for Precision Medicine (TOPMed)  Whole Genome Sequencing Program. TOPMed is part of a broader  Precision Medicine Initiative,  which aims to provide disease treatments that are tailored to an individual's  unique genes and environment. TOPMed will contribute to this initiative through the  integration of whole-genome sequencing (WGS) and other -omics (e.g., metabolic profiles,  protein and RNA expression patterns) data with molecular, behavioral, imaging, environmental,  and clinical data. In doing so, this program aims to uncover factors that increase or decrease  the risk of disease, to identify subtypes of disease, and to develop more targeted and personalized  treatments. Two genotype call sets derived from WGS are now available,  Freeze 5b (GRCh38) and Freeze 8 (GRCh38), with largely overlapping sample sets.  Information about how to identify other TOPMed WGS accessions for cross-study analysis,  as well as descriptions of TOPMed methods of data acquisition, data processing and quality control,  are provided in the accompanying documents,   ""TOPMed Whole Genome Sequencing Project - Freeze 5b, Phases 1 and 2""  and ""TOPMed Whole Genome Sequencing Project - Freeze 8, Phases 1-4"".  Please check the study list at the top of each of these methods documents to determine whether  it applies to this study accession. This is a case-only pharmacogenetic study of bronchodilator drug response among racially admixed Latino children with asthma. Each participant had two spirometry measurements using the KoKo PFT System. With the first spirometry test, participant was administered with 4 puffs of HFA Albuterol. The second albuterol measurement was based on age, for participants under 16 years of age, additional 2 puffs were administered and for those over 16 years of age, additional 4 puffs were administered. The overall goal is to identify genetic factors which are predictive of drug response in children with asthma. The principal tools include a questionnaire and biological specimen collection. Participants are 8-21 years old at time of recruitment. Children with asthma have physician-diagnosed asthma, symptoms and medications. Comprehensive phenotypic data for GALAII study participants are available through dbGaP phs001180.   Study Weblinks:   Study Populations and Research Staff    Study Design:       Case Set    Study Type:  Case Set     dbGaP estimated ancestry using  GRAF-pop  Number of study subjects that have individual-level data available through Authorized Access:  NOTE: This text was scraped from https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000920.v4.p2 on 2021-03-25 and may not include exact formatting or images."	phs000920.v4.p2.c2		https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000920.v4.p2		Program: TOPMed	Data Type: Genotype	Study Registration: dbGaP						
